Company_Name,Company_License,Shipment_ID,Origin,Destination,Planned_Route,Actual_Route,Planned_Timestamp,Actual_Timestamp,Delay_Hours,Delivered_Invoice_ID,Generated_Invoice_ID,Expected_Warehouse,Actual_Warehouse,Customer_Complaint,Route_Deviation,Invoice_Mismatch_Flag,Warehouse_Mismatch_Flag,Complaint_Count,True_Label
Allcargo,LIC-001010,b695e9d7-0cf4-4d83-bedd-8bd3e0c7f651,Pune,Mumbai,Pune -> Mumbai via NH64,Pune -> Mumbai via NH64,2018-08-17 13:26:40,2018-08-18 13:26:40,24.0,GEN-c7f651,GEN-c7f651,Mumbai_WH,Mumbai_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,301ffff4-40f6-4541-8177-7bed04d0ad3d,Coimbatore,Jalandhar,Coimbatore -> Jalandhar via NH37,Coimbatore -> Jalandhar via NH37,2019-04-03 20:12:32,2019-04-04 20:12:32,24.0,GEN-d0ad3d,GEN-d0ad3d,Jalandhar_WH,Jalandhar_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,199271c3-4b73-4822-9ab6-197cdbfb0a47,Mumbai,Agra,Mumbai -> Agra via NH46,Mumbai -> Agra via NH46,2018-01-01 23:55:29,2018-01-02 23:55:29,24.0,GEN-fb0a47,GEN-fb0a47,Agra_WH,Agra_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,f4fad182-3699-4dd7-b9c5-e4e5532ceb55,Chennai,Vadodara,Chennai -> Vadodara via NH19,Chennai -> Vadodara via NH19,2018-11-02 14:31:46,2018-11-03 14:31:46,24.0,GEN-2ceb55,GEN-2ceb55,Vadodara_WH,Vadodara_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,ae329555-1b2f-40c8-b480-e7193485ed8f,Bhopal,Patna,Bhopal -> Patna via NH55,Bhopal -> Patna via NH55,2018-06-02 10:52:32,2018-06-03 10:52:32,24.0,GEN-85ed8f,GEN-85ed8f,Patna_WH,Patna_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,295ed4e0-40dd-418f-a414-3981952bf51b,Amritsar,Surat,Amritsar -> Surat via NH26,Amritsar -> Surat via NH26,2019-10-09 17:14:51,2019-10-10 17:14:51,24.0,GEN-2bf51b,GEN-2bf51b,Surat_WH,Surat_WH,No Complaint,0,0,0,3,authorized
Allcargo,LIC-001010,74d0465f-29a0-4814-a805-c6bc58772dac,Aligarh,Kanpur,Aligarh -> Kanpur via NH49,Aligarh -> Kanpur via NH49,2019-11-10 16:32:41,2019-11-11 16:32:41,24.0,GEN-772dac,GEN-772dac,Kanpur_WH,Kanpur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,112ff07b-e927-4c9e-93da-c0b502be4d6e,Meerut,Vijayawada,Meerut -> Vijayawada via NH55,Meerut -> Vijayawada via NH55,2019-09-30 07:33:00,2019-10-01 07:33:00,24.0,GEN-be4d6e,GEN-be4d6e,Vijayawada_WH,Vijayawada_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,e2b0e36b-9c36-4091-bcf9-51ec6b0c5a52,Surat,Guwahati,Surat -> Guwahati via NH32,Surat -> Guwahati via NH32,2019-08-03 14:35:31,2019-08-04 14:35:31,24.0,GEN-0c5a52,GEN-0c5a52,Guwahati_WH,Guwahati_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,077a1684-9894-44ae-8834-3375c6c6f2b2,Surat,Nashik,Surat -> Nashik via NH1,Surat -> Nashik via NH1,2020-03-15 16:44:54,2020-03-16 16:44:54,24.0,GEN-c6f2b2,GEN-c6f2b2,Nashik_WH,Nashik_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,4ec3747f-eaff-45e3-ba15-2c427172ecb5,Mysore,Cuttack,Mysore -> Cuttack via NH13,Mysore -> Cuttack via NH13,2020-05-28 09:15:28,2020-05-29 09:15:28,24.0,GEN-72ecb5,GEN-72ecb5,Cuttack_WH,Cuttack_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,187f869d-757e-45a9-97ee-8179e7420ded,Indore,Aligarh,Indore -> Aligarh via NH19,Indore -> Aligarh via NH19,2020-02-09 10:17:45,2020-02-10 10:17:45,24.0,GEN-420ded,GEN-420ded,Aligarh_WH,Aligarh_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,e3821e96-8d12-445d-b98f-04ca088fab21,Rajkot,Nagpur,Rajkot -> Nagpur via NH15,Rajkot -> Nagpur via NH15,2018-08-26 17:04:36,2018-08-27 17:04:36,24.0,GEN-8fab21,GEN-8fab21,Nagpur_WH,Nagpur_WH,No Complaint,0,0,0,3,authorized
Allcargo,LIC-001010,d3e92b0f-7406-4ca1-be1b-0a1b31e94baa,Delhi,Udaipur,Delhi -> Udaipur via NH57,Delhi -> Udaipur via NH57,2018-07-09 05:27:31,2018-07-10 05:27:31,24.0,GEN-e94baa,GEN-e94baa,Udaipur_WH,Udaipur_WH,No Complaint,0,0,0,1,authorized
Allcargo,LIC-001010,54bfea9b-6913-4c09-8231-070b4269418c,Cuttack,Agra,Cuttack -> Agra via NH16,Cuttack -> Agra via NH16,2020-09-15 07:08:58,2020-09-16 07:08:58,24.0,GEN-69418c,GEN-69418c,Agra_WH,Agra_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,60ff07f5-d5ba-4265-a486-d8dbd2001925,Siliguri,Rajkot,Siliguri -> Rajkot via NH38,Siliguri -> Rajkot via NH38,2018-06-05 09:00:14,2018-06-06 09:00:14,24.0,GEN-001925,GEN-001925,Rajkot_WH,Rajkot_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,90efc688-50d9-489e-b5f3-4f3345ad8559,Meerut,Nashik,Meerut -> Nashik via NH55,Meerut -> Nashik via NH55,2019-03-17 06:44:46,2019-03-18 06:44:46,24.0,GEN-ad8559,GEN-ad8559,Nashik_WH,Nashik_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,99639b6e-6c71-4b65-afea-efbf2b3fdd6b,Bengaluru,Jodhpur,Bengaluru -> Jodhpur via NH18,Bengaluru -> Jodhpur via NH18,2019-12-14 00:31:59,2019-12-15 00:31:59,24.0,GEN-3fdd6b,GEN-3fdd6b,Jodhpur_WH,Jodhpur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,7e6b8a7d-6fc7-4c54-9d0e-478a41105f46,Vijayawada,Aligarh,Vijayawada -> Aligarh via NH50,Vijayawada -> Aligarh via NH50,2018-09-29 01:42:54,2018-09-30 01:42:54,24.0,GEN-105f46,GEN-105f46,Aligarh_WH,Aligarh_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,330baf5b-8a74-4224-91ec-4cf6be88c19b,Pimpri,Guwahati,Pimpri -> Guwahati via NH51,Pimpri -> Guwahati via NH51,2020-09-29 04:20:20,2020-09-30 04:20:20,24.0,GEN-88c19b,GEN-88c19b,Guwahati_WH,Guwahati_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,921a1b9a-d971-4e95-8d04-a5838b99351a,Surat,Mysore,Surat -> Mysore via NH45,Surat -> Mysore via NH45,2019-09-20 05:46:49,2019-09-21 05:46:49,24.0,GEN-99351a,GEN-99351a,Mysore_WH,Mysore_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,10e59e90-55bb-43b4-9de5-f08364aeaee9,Rajkot,Siliguri,Rajkot -> Siliguri via NH42,Rajkot -> Siliguri via NH42,2019-01-03 13:43:41,2019-01-04 13:43:41,24.0,GEN-aeaee9,GEN-aeaee9,Siliguri_WH,Siliguri_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,ce7c5574-f410-44b4-b0b8-c5a727e9c2fa,Ahmedabad,Hyderabad,Ahmedabad -> Hyderabad via NH33,Ahmedabad -> Hyderabad via NH33,2018-04-24 05:13:35,2018-04-25 05:13:35,24.0,GEN-e9c2fa,GEN-e9c2fa,Hyderabad_WH,Hyderabad_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,35d1b51c-ca24-415e-8d31-75387882b9a4,Guwahati,Kolkata,Guwahati -> Kolkata via NH58,Guwahati -> Kolkata via NH58,2020-09-17 03:50:12,2020-09-18 03:50:12,24.0,GEN-82b9a4,GEN-82b9a4,Kolkata_WH,Kolkata_WH,No Complaint,0,0,0,1,authorized
Allcargo,LIC-001010,d38d5926-2254-4e81-acf2-853aab8f1419,Thane,Nagpur,Thane -> Nagpur via NH21,Thane -> Nagpur via NH21,2020-04-01 01:00:21,2020-04-02 01:00:21,24.0,GEN-8f1419,GEN-8f1419,Nagpur_WH,Nagpur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,cdeeccc9-3eee-40dd-9b2c-20d3a4ffb89b,Indore,Bengaluru,Indore -> Bengaluru via NH18,Indore -> Bengaluru via NH18,2019-07-13 13:24:20,2019-07-14 13:24:20,24.0,GEN-ffb89b,GEN-ffb89b,Bengaluru_WH,Bengaluru_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,1fd284a8-15d7-4d5a-991f-a6c8b54d456c,Nagpur,Thane,Nagpur -> Thane via NH61,Nagpur -> Thane via NH61,2019-07-08 18:43:52,2019-07-09 18:43:52,24.0,GEN-4d456c,GEN-4d456c,Thane_WH,Thane_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,9d7d91a1-7d9a-4a6a-8d5e-b472582ee84e,Madurai,Ahmedabad,Madurai -> Ahmedabad via NH11,Madurai -> Ahmedabad via NH11,2020-03-14 12:21:39,2020-03-15 12:21:39,24.0,GEN-2ee84e,GEN-2ee84e,Ahmedabad_WH,Ahmedabad_WH,No Complaint,0,0,0,2,authorized
Allcargo,LIC-001010,e2735ff1-2a33-4674-938d-1809b2b321df,Delhi,Bhopal,Delhi -> Bhopal via NH38,Delhi -> Bhopal via NH38,2019-01-26 12:11:40,2019-01-27 12:11:40,24.0,GEN-b321df,GEN-b321df,Bhopal_WH,Bhopal_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,49253226-41c9-4c93-9aff-7db51d975b22,Aligarh,Amritsar,Aligarh -> Amritsar via NH31,Aligarh -> Amritsar via NH31,2020-08-07 12:57:11,2020-08-08 12:57:11,24.0,GEN-975b22,GEN-975b22,Amritsar_WH,Amritsar_WH,No Complaint,0,0,0,1,authorized
Allcargo,LIC-001010,766fa8fd-9b99-4ca5-82e3-bbaab606186e,Amritsar,Siliguri,Amritsar -> Siliguri via NH34,Amritsar -> Siliguri via NH34,2018-02-20 03:17:20,2018-02-21 03:17:20,24.0,GEN-06186e,GEN-06186e,Siliguri_WH,Siliguri_WH,No Complaint,0,0,0,3,authorized
Allcargo,LIC-001010,883600c8-fcdf-47a5-9ffa-2f73b70ede4b,Noida,Mysore,Noida -> Mysore via NH8,Noida -> Mysore via NH8,2018-04-24 06:21:09,2018-04-25 06:21:09,24.0,GEN-0ede4b,GEN-0ede4b,Mysore_WH,Mysore_WH,No Complaint,0,0,0,3,authorized
Allcargo,LIC-001010,4d62fe9b-bd07-4d55-8659-45158fa62d77,Vijayawada,Ahmedabad,Vijayawada -> Ahmedabad via NH54,Vijayawada -> Ahmedabad via NH54,2020-08-09 09:08:38,2020-08-10 09:08:38,24.0,GEN-a62d77,GEN-a62d77,Ahmedabad_WH,Ahmedabad_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,3c3a0869-12b0-4525-b7ec-e660f7c581b4,Kolkata,Bengaluru,Kolkata -> Bengaluru via NH64,Kolkata -> Bengaluru via NH64,2020-10-07 06:19:10,2020-10-08 06:19:10,24.0,GEN-c581b4,GEN-c581b4,Bengaluru_WH,Bengaluru_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,f578e06e-cfeb-4bb3-b16c-79708446d24d,Delhi,Ahmedabad,Delhi -> Ahmedabad via NH4,Delhi -> Ahmedabad via NH4,2018-11-01 17:54:26,2018-11-02 17:54:26,24.0,GEN-46d24d,GEN-46d24d,Ahmedabad_WH,Ahmedabad_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,54d504df-1fb1-4d48-b5bb-652fb2339a20,Madurai,Patna,Madurai -> Patna via NH17,Madurai -> Patna via NH17,2019-10-26 01:30:33,2019-10-27 01:30:33,24.0,GEN-339a20,GEN-339a20,Patna_WH,Patna_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,11443a7f-93cc-40a4-a4ea-27fada7a8691,Vijayawada,Nagpur,Vijayawada -> Nagpur via NH44,Vijayawada -> Nagpur via NH44,2018-03-31 23:30:27,2018-04-01 23:30:27,24.0,GEN-7a8691,GEN-7a8691,Nagpur_WH,Nagpur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,44c8ce6f-ee2f-4202-825e-e52f244a3aa4,Mumbai,Visakhapatnam,Mumbai -> Visakhapatnam via NH8,Mumbai -> Visakhapatnam via NH8,2018-07-16 20:18:39,2018-07-17 20:18:39,24.0,GEN-4a3aa4,GEN-4a3aa4,Visakhapatnam_WH,Visakhapatnam_WH,No Complaint,0,0,0,1,authorized
Allcargo,LIC-001010,062263ae-19d2-4048-b302-90f1740fc170,Vadodara,Surat,Vadodara -> Surat via NH51,Vadodara -> Surat via NH51,2018-07-10 02:31:16,2018-07-11 02:31:16,24.0,GEN-0fc170,GEN-0fc170,Surat_WH,Surat_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,d10f61b4-9470-41f1-bfd8-e7b37d1b7cc9,Thane,Meerut,Thane -> Meerut via NH39,Thane -> Meerut via NH39,2020-05-06 13:53:59,2020-05-07 13:53:59,24.0,GEN-1b7cc9,GEN-1b7cc9,Meerut_WH,Meerut_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,a3a8831d-8361-4b98-9ed5-8178922d1e62,Hyderabad,Jodhpur,Hyderabad -> Jodhpur via NH53,Hyderabad -> Jodhpur via NH53,2020-08-24 01:03:37,2020-08-25 01:03:37,24.0,GEN-2d1e62,GEN-2d1e62,Jodhpur_WH,Jodhpur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,b82cfa80-cdd5-4973-b130-11c352ea99b6,Coimbatore,Faridabad,Coimbatore -> Faridabad via NH27,Coimbatore -> Faridabad via NH27,2018-08-09 12:41:54,2018-08-10 12:41:54,5.0,GEN-ea99b6,GEN-ea99b6,Faridabad_WH,Faridabad_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,d97d36b4-3530-4d36-9db8-2fd01134d275,Delhi,Jalandhar,Delhi -> Jalandhar via NH5,Delhi -> Jalandhar via NH5,2020-07-02 19:10:57,2020-07-03 19:10:57,24.0,GEN-34d275,GEN-34d275,Jalandhar_WH,Jalandhar_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,9670ea99-c3b2-46f1-9357-cdc4bd8aff34,Delhi,Patna,Delhi -> Patna via NH50,Delhi -> Patna via NH50,2018-12-15 16:02:41,2018-12-16 16:02:41,24.0,GEN-8aff34,GEN-8aff34,Patna_WH,Patna_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,d1886c5a-bc99-41d4-b2f7-eb4aad3ce795,Bengaluru,Noida,Bengaluru -> Noida via NH45,Bengaluru -> Noida via NH45,2020-08-03 15:26:44,2020-08-04 15:26:44,24.0,GEN-3ce795,GEN-3ce795,Noida_WH,Noida_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,fed5071e-9cf9-4985-bd33-e64486a41722,Delhi,Vijayawada,Delhi -> Vijayawada via NH56,Delhi -> Vijayawada via NH56,2018-03-30 17:32:07,2018-03-31 17:32:07,24.0,GEN-a41722,GEN-a41722,Vijayawada_WH,Vijayawada_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,4032da56-2ac6-4fb3-a284-dbc2390216c9,Aligarh,Meerut,Aligarh -> Meerut via NH55,Aligarh -> Meerut via NH55,2020-06-01 19:52:24,2020-06-02 19:52:24,24.0,GEN-0216c9,GEN-0216c9,Meerut_WH,Meerut_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,c268a9ae-328f-484b-95b9-fc7a25973c20,Surat,Mumbai,Surat -> Mumbai via NH36,Surat -> Mumbai via NH36,2019-03-03 06:06:21,2019-03-04 06:06:21,24.0,GEN-973c20,GEN-973c20,Mumbai_WH,Mumbai_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,b0993f54-eec4-4ec3-a81a-5a9b526fb9b0,Bengaluru,Vadodara,Bengaluru -> Vadodara via NH47,Bengaluru -> Vadodara via NH47,2019-01-25 03:48:42,2019-01-26 03:48:42,24.0,GEN-6fb9b0,GEN-6fb9b0,Vadodara_WH,Vadodara_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,3e8c938a-7e0e-4ca8-96ae-571c81b0d38d,Visakhapatnam,Kanpur,Visakhapatnam -> Kanpur via NH57,Visakhapatnam -> Kanpur via NH57,2019-11-15 09:00:24,2019-11-16 09:00:24,24.0,GEN-b0d38d,GEN-b0d38d,Kanpur_WH,Kanpur_WH,No Complaint,0,0,0,3,authorized
Allcargo,LIC-001010,6efb392d-4afe-4303-8e3c-faee7712f50a,Hyderabad,Bhagalpur,Hyderabad -> Bhagalpur via NH11,Hyderabad -> Bhagalpur via NH11,2020-08-06 02:41:47,2020-08-07 02:41:47,24.0,GEN-12f50a,GEN-12f50a,Bhagalpur_WH,Bhagalpur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,818af161-4482-474b-99ab-a62acf2b7a12,Visakhapatnam,Jalandhar,Visakhapatnam -> Jalandhar via NH17,Visakhapatnam -> Jalandhar via NH17,2018-09-29 01:39:25,2018-09-30 01:39:25,24.0,GEN-2b7a12,GEN-2b7a12,Jalandhar_WH,Jalandhar_WH,No Complaint,0,0,0,1,authorized
Allcargo,LIC-001010,4c2b751f-69e5-48d7-9803-9327e53f4521,Kanpur,Udaipur,Kanpur -> Udaipur via NH57,Kanpur -> Udaipur via NH57,2018-03-07 04:13:03,2018-03-08 04:13:03,24.0,GEN-3f4521,GEN-3f4521,Udaipur_WH,Udaipur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,324f2e72-a259-4594-8448-4948d699bdc6,Delhi,Jodhpur,Delhi -> Jodhpur via NH6,Delhi -> Jodhpur via NH6,2019-06-28 06:51:59,2019-06-29 06:51:59,24.0,GEN-99bdc6,GEN-99bdc6,Jodhpur_WH,Jodhpur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,f4008298-5e81-4a76-9ede-37b3efbe4949,Guwahati,Amritsar,Guwahati -> Amritsar via NH48,Guwahati -> Amritsar via NH48,2020-11-23 22:07:35,2020-11-24 22:07:35,24.0,GEN-be4949,GEN-be4949,Amritsar_WH,Amritsar_WH,No Complaint,0,0,0,3,authorized
Allcargo,LIC-001010,4c950377-3d2c-4a1a-b7d4-054d1efbb0b0,Mysore,Rourkela,Mysore -> Rourkela via NH48,Mysore -> Rourkela via NH48,2019-04-02 19:27:52,2019-04-03 19:27:52,24.0,GEN-fbb0b0,GEN-fbb0b0,Rourkela_WH,Rourkela_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,e82297cb-4d84-40a9-bca1-73f35c963aa1,Kolkata,Cuttack,Kolkata -> Cuttack via NH28,Kolkata -> Cuttack via NH28,2020-03-04 11:51:37,2020-03-05 11:51:37,24.0,GEN-963aa1,GEN-963aa1,Cuttack_WH,Cuttack_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,baba9328-7517-42b1-9bf3-ede6c7f8cd62,Madurai,Bhagalpur,Madurai -> Bhagalpur via NH5,Madurai -> Bhagalpur via NH5,2018-08-22 03:11:23,2018-08-23 03:11:23,24.0,GEN-f8cd62,GEN-f8cd62,Bhagalpur_WH,Bhagalpur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,8c34458c-0ceb-4596-8caa-2bcae8769235,Aligarh,Pune,Aligarh -> Pune via NH7,Aligarh -> Pune via NH7,2020-10-21 00:40:25,2020-10-22 00:40:25,24.0,GEN-769235,GEN-769235,Pune_WH,Pune_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,d5bd2f4a-2c89-449f-8ff4-273b229b785e,Bhopal,Vijayawada,Bhopal -> Vijayawada via NH32,Bhopal -> Vijayawada via NH32,2019-07-17 07:01:54,2019-07-18 07:01:54,24.0,GEN-9b785e,GEN-9b785e,Vijayawada_WH,Vijayawada_WH,No Complaint,0,0,0,2,authorized
Allcargo,LIC-001010,52daebb4-a615-4b39-abae-d23621da6bf8,Nashik,Jodhpur,Nashik -> Jodhpur via NH11,Nashik -> Jodhpur via NH11,2020-02-25 11:45:14,2020-02-26 11:45:14,24.0,GEN-da6bf8,GEN-da6bf8,Jodhpur_WH,Jodhpur_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,00e39feb-553a-4521-bc30-23f13149667b,Thane,Amritsar,Thane -> Amritsar via NH17,Thane -> Amritsar via NH17,2019-01-16 12:10:17,2019-01-17 12:10:17,24.0,GEN-49667b,GEN-49667b,Amritsar_WH,Amritsar_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,51e4ac54-9e3f-4e57-a1ea-c6a80eb59092,Vadodara,Vijayawada,Vadodara -> Vijayawada via NH41,Vadodara -> Vijayawada via NH41,2019-09-27 14:05:16,2019-09-28 14:05:16,24.0,GEN-b59092,GEN-b59092,Vijayawada_WH,Vijayawada_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,3ee527f4-d7b1-40eb-aecf-e1381dbde830,Kanpur,Siliguri,Kanpur -> Siliguri via NH2,Kanpur -> Siliguri via NH2,2019-10-13 07:29:37,2019-10-14 07:29:37,24.0,GEN-bde830,GEN-bde830,Siliguri_WH,Siliguri_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,4eb09dd6-38c9-46ff-b7e6-8b7292dc0a13,Bengaluru,Agra,Bengaluru -> Agra via NH4,Bengaluru -> Agra via NH4,2018-04-24 10:11:08,2018-04-25 10:11:08,24.0,GEN-dc0a13,GEN-dc0a13,Agra_WH,Agra_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,be535c0d-d2a5-4853-9419-abb5cb3cf386,Noida,Bhopal,Noida -> Bhopal via NH38,Noida -> Bhopal via NH38,2019-06-07 22:52:00,2019-06-08 22:52:00,24.0,GEN-3cf386,GEN-3cf386,Bhopal_WH,Bhopal_WH,No Complaint,0,0,0,1,authorized
Allcargo,LIC-001010,dacd6fc9-7ae6-47d6-8ffc-5947209b1105,Agra,Nashik,Agra -> Nashik via NH58,Agra -> Nashik via NH58,2019-11-08 19:42:21,2019-11-09 19:42:21,24.0,GEN-9b1105,GEN-9b1105,Nashik_WH,Nashik_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,bd988f12-c54d-4de0-a1f7-58f6ec2a6918,Jaipur,Mumbai,Jaipur -> Mumbai via NH48,Jaipur -> Mumbai via NH48,2019-12-06 12:43:04,2019-12-07 12:43:04,24.0,GEN-2a6918,GEN-2a6918,Mumbai_WH,Mumbai_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,dd2b20be-60a8-479e-bbae-29235a7c0aa2,Thane,Guwahati,Thane -> Guwahati via NH64,Thane -> Guwahati via NH64,2020-05-26 08:20:26,2020-05-27 08:20:26,24.0,GEN-7c0aa2,GEN-7c0aa2,Guwahati_WH,Guwahati_WH,No Complaint,0,0,0,0,authorized
Allcargo,LIC-001010,827cca50-78f2-45ab-b4e5-06f865c87130,Guwahati,Patna,Guwahati -> Patna via NH41,Guwahati -> Patna via NH41,2018-08-11 10:45:17,2018-08-12 10:45:17,24.0,GEN-c87130,GEN-c87130,Patna_WH,Patna_WH,No Complaint,0,0,0,3,authorized
